iso3,year,gdp_current_dollars
IRL,2015,291805003776
IRL,2016,299009015808
IRL,2017,336258990080
IRL,2018,385910996992
IRL,2019,399365996544
IRL,2020,425510993920
IRL,2021,504517001216
IRL,2022,529661001728
IRN,2000,366916993024
IRN,2001,330978000896
IRN,2002,132681998336
IRN,2003,158415994880
IRN,2004,188960997376
IRN,2005,228428005376
IRN,2006,272360996864
IRN,2007,360927985664
IRN,2008,425698983936
IRN,2009,440408014848
IRN,2010,517898993664
IRN,2011,625429970944
IRN,2012,421882003456
IRN,2013,428321013760
IRN,2014,460809011200
IRN,2015,408288002048
IRN,2016,458042015744
IRN,2017,486828998656
IRN,2018,246318006272
IRN,2019,241658003456
IRN,2020,195527999488
IRN,2021,289293991936
IRN,2022,352213008384
IRQ,2000,48364249088
IRQ,2001,36176429056
IRQ,2002,32928454656
IRQ,2003,21921568768
IRQ,2004,36627902464
IRQ,2005,49954889728
IRQ,2006,65140146176
IRQ,2007,88837054464
IRQ,2008,131614433280
IRQ,2009,111657582592
IRQ,2010,138516725760
IRQ,2011,185749667840
IRQ,2012,218002489344
IRQ,2013,234637672448
IRQ,2014,228415651840
IRQ,2015,166774112256
IRQ,2016,166602489856
IRQ,2017,187217657856
IRQ,2018,227367469056
IRQ,2019,233636102144
IRQ,2020,180924088320
IRQ,2021,207691595776
IRQ,2022,264182169600
ISL,2000,9025659904
ISL,2001,8234846720
ISL,2002,9318397952
ISL,2003,11429336064
ISL,2004,13825308672
ISL,2005,16852971520
ISL,2006,17465319424
ISL,2007,21652504576
ISL,2008,18074619904
ISL,2009,13154416640
ISL,2010,13751161856
ISL,2011,15221622784
ISL,2012,14751508480
ISL,2013,16125060096
ISL,2014,17867661312
ISL,2015,17517209600
ISL,2016,20793167872
ISL,2017,24728285184
ISL,2018,26260850688
ISL,2019,24663642112
ISL,2020,21553080320
ISL,2021,25552640000
ISL,2022,27841648640
ISR,2000,136034656256
ISR,2001,134637420544
ISR,2002,125059964928
ISR,2003,131298951168
ISR,2004,139973672960
ISR,2005,147084001280
ISR,2006,158670159872
ISR,2007,184052891648
ISR,2008,220529770496
ISR,2009,211968131072
ISR,2010,238364098560
ISR,2011,266791862272
ISR,2012,262282346496
ISR,2013,297732767744
ISR,2014,314330054656
ISR,2015,303414280192
ISR,2016,322102788096
ISR,2017,358245433344
ISR,2018,376691523584
ISR,2019,402470502400
ISR,2020,413267656704
ISR,2021,488526544896
ISR,2022,522033430528
ITA,2000,1147183038464
ITA,2001,1168032006144
ITA,2002,1275867037696
ITA,2003,1577228042240
ITA,2004,1805722976256
ITA,2005,1859243999232
ITA,2006,1949656940544
ITA,2007,2213364105216
ITA,2008,2408391901184
ITA,2009,2197540044800
ITA,2010,2137845006336
ITA,2011,2294590996480
ITA,2012,2088279998464
ITA,2013,2141953982464
ITA,2014,2162567020544
ITA,2015,1836824002560
ITA,2016,1876554022912
ITA,2017,1961103982592
ITA,2018,2092881018880
ITA,2019,2011523973120
ITA,2020,1895691976704
ITA,2021,2115761995776
ITA,2022,2012013002752
JAM,2000,9005064192
JAM,2001,9194727424
JAM,2002,9719009280
JAM,2003,9430235136
JAM,2004,10174664704
JAM,2005,11243866112
JAM,2006,11930179584
JAM,2007,12799599616
JAM,2008,13709401088
JAM,2009,12120458240
JAM,2010,13220549632
JAM,2011,14444661760
JAM,2012,14807086080
JAM,2013,14264205312
JAM,2014,13899225088
JAM,2015,14188939264
JAM,2016,14077105152
JAM,2017,14808984576
JAM,2018,15730791424
JAM,2019,15830766592
JAM,2020,13812421632
JAM,2021,14657586176
JAM,2022,17097760768
JEY,2000,4466427904
JEY,2001,4275503616
JEY,2002,4497744384
JEY,2003,4927568384
JEY,2004,5639166464
JEY,2005,5787290112
JEY,2006,6311102464
JEY,2007,7419388416
JEY,2008,6847851520
JEY,2009,5653359104
JEY,2010,5493067776
JEY,2011,5848038912
JEY,2012,5713635840
JEY,2013,5728037888
JEY,2014,6537446400
JEY,2015,6143194112
JEY,2016,5553346560
JEY,2017,5539234816
JEY,2018,6192787968
JEY,2019,6235280384
JEY,2020,5805131264
JEY,2021,5374982144
JEY,2022,4944833024
JOR,2000,8460789760
JOR,2001,8975812608
JOR,2002,9582513152
JOR,2003,10195628032
JOR,2004,11411706880
JOR,2005,12588998656
JOR,2006,15056982016
JOR,2007,17110443008
JOR,2008,22658729984
JOR,2009,24537876480
JOR,2010,27133804544
JOR,2011,29524148224
JOR,2012,31634561024
JOR,2013,34454441984
JOR,2014,36847644672
JOR,2015,38587019264
JOR,2016,39892549632
JOR,2017,41608437760
JOR,2018,43370860544
JOR,2019,44503007232
JOR,2020,43579916288
JOR,2021,45116317696
JOR,2022,47451500544
JPN,2000,4968360181760
JPN,2001,4374709927936
JPN,2002,4182844899328
JPN,2003,4519563886592
JPN,2004,4893134815232
JPN,2005,4831467012096
JPN,2006,4601663193088
JPN,2007,4579750051840
JPN,2008,5106678890496
JPN,2009,5289493921792
JPN,2010,5759071944704
JPN,2011,6233147834368
JPN,2012,6272361955328
JPN,2013,5212328165376
JPN,2014,4896995147776
JPN,2015,4444930965504
JPN,2016,5003677794304
JPN,2017,4930836889600
JPN,2018,5040880746496
JPN,2019,5117995122688
JPN,2020,5048790155264
JPN,2021,5005536919552
JPN,2022,4233538043904
KAZ,2000,18291990528
KAZ,2001,22152689664
KAZ,2002,24636598272
KAZ,2003,30833692672
KAZ,2004,43151646720
KAZ,2005,57123672064
KAZ,2006,81003864064
KAZ,2007,104849915904
KAZ,2008,133441650688
KAZ,2009,115308683264
KAZ,2010,148047347712
KAZ,2011,192626458624
KAZ,2012,207998566400
KAZ,2013,236634603520
KAZ,2014,221415620608
KAZ,2015,184388403200
KAZ,2016,137278316544
KAZ,2017,166805782528
KAZ,2018,179339984896
KAZ,2019,181667184640
KAZ,2020,171082366976
KAZ,2021,197112250368
KAZ,2022,220622995456
KEN,2000,12705350656
KEN,2001,12986007552
KEN,2002,13147737088
KEN,2003,14904517632
KEN,2004,16095337472
KEN,2005,18737895424
KEN,2006,25825511424
KEN,2007,31958194176
KEN,2008,35895152640
KEN,2009,42347216896
KEN,2010,45405614080
KEN,2011,46869471232
KEN,2012,56396705792
KEN,2013,61671440384
KEN,2014,68285796352
KEN,2015,70120448000
KEN,2016,74815143936
KEN,2017,82036514816
KEN,2018,92202983424
KEN,2019,100378435584
KEN,2020,100657504256
KEN,2021,109703659520
KEN,2022,113420009472
KGZ,2000,1369688448
KGZ,2001,1525116416
KGZ,2002,1605643136
KGZ,2003,1919008128
KGZ,2004,2211534592
KGZ,2005,2460246784
KGZ,2006,2834168832
KGZ,2007,3802570496
KGZ,2008,5139958784
KGZ,2009,4690061312
KGZ,2010,4794361856
KGZ,2011,6197766144
KGZ,2012,6605143040
KGZ,2013,7335033856
KGZ,2014,7468102144
KGZ,2015,6678177280
KGZ,2016,6813095424
KGZ,2017,7702938624
KGZ,2018,8271106048
KGZ,2019,8871019520
KGZ,2020,7780873216
KGZ,2021,8740681728
KGZ,2022,10930644992
KHM,2000,3654031616
KHM,2001,3984000512
KHM,2002,4284028416
KHM,2003,4658247168
KHM,2004,5337833472
KHM,2005,6293046272
KHM,2006,7274595840
KHM,2007,8639236096
KHM,2008,10351913984
KHM,2009,10401851392
KHM,2010,11242274816
KHM,2011,12829541376
KHM,2012,14054443008
KHM,2013,15227991040
KHM,2014,16702610432
KHM,2015,18049953792
KHM,2016,20016748544
KHM,2017,22177200128
KHM,2018,24571754496
KHM,2019,27089389568
KHM,2020,25872797696
KHM,2021,26961061888
KHM,2022,29956769792
KIR,2000,67253136
KIR,2001,63099884
KIR,2002,72197928
KIR,2003,90231024
KIR,2004,102370616
KIR,2005,112136224
KIR,2006,110237144
KIR,2007,132674792
KIR,2008,141045168
KIR,2009,132421056
KIR,2010,155305536
KIR,2011,180672672
KIR,2012,189629952
KIR,2013,184543104
KIR,2014,177868160
KIR,2015,170292288
KIR,2016,178507952
KIR,2017,188540704
KIR,2018,196501504
KIR,2019,175181680
KIR,2020,177553264
KIR,2021,227610032
KIR,2022,223352944
KNA,2000,421695776
KNA,2001,458643840
KNA,2002,481077376
KNA,2003,469869856
KNA,2004,506900000
KNA,2005,547203712
KNA,2006,644414784
KNA,2007,689285184
KNA,2008,777691328
KNA,2009,774273088
KNA,2010,778718528
KNA,2011,836092608
KNA,2012,825381504
KNA,2013,874896320
KNA,2014,953170368
KNA,2015,957037056
KNA,2016,1008099968
KNA,2017,1058944448
KNA,2018,1076922240
KNA,2019,1107844480
KNA,2020,884522240
KNA,2021,860844416
KNA,2022,961563264
KOR,2000,576178094080
KOR,2001,547658235904
KOR,2002,627246104576
KOR,2003,702717362176
KOR,2004,793174999040
KOR,2005,934901121024
KOR,2006,1053216866304
KOR,2007,1172614152192
KOR,2008,1047339073536
KOR,2009,943941877760
KOR,2010,1144066932736
KOR,2011,1253223038976
KOR,2012,1278427660288
KOR,2013,1370795147264
KOR,2014,1484318179328
KOR,2015,1465773195264
KOR,2016,1500111568896
KOR,2017,1623901470720
KOR,2018,1724845654016
KOR,2019,1651422920704
KOR,2020,1644312788992
KOR,2021,1810955894784
KOR,2022,1665245511680
KWT,2000,37718794240
KWT,2001,34889596928
KWT,2002,38135758848
KWT,2003,47874658304
KWT,2004,59439091712
KWT,2005,80798629888
KWT,2006,101557248000
KWT,2007,114634063872
KWT,2008,147379535872
KWT,2009,105968541696
KWT,2010,115416743936
KWT,2011,154079870976
KWT,2012,174048264192
KWT,2013,174167621632
KWT,2014,162650193920
KWT,2015,114585567232
KWT,2016,109406167040
KWT,2017,120687632384
KWT,2018,138202316800
KWT,2019,136191754240
KWT,2020,105948766208
KWT,2021,136797421568
KWT,2022,184558272512
LAO,2000,1731198080
LAO,2001,1768619008
LAO,2002,1758176640
LAO,2003,2023324416
LAO,2004,2366398208
LAO,2005,2735558656
LAO,2006,3455031552
LAO,2007,4223152128
LAO,2008,5446433792
LAO,2009,5836137984
LAO,2010,7131773440
LAO,2011,8750107648
LAO,2012,10192848896
LAO,2013,11983252480
LAO,2014,13279248384
LAO,2015,14426381312
LAO,2016,15912495104
LAO,2017,17071162368
LAO,2018,18141650944
LAO,2019,18740559872
LAO,2020,18981799936
LAO,2021,18827149312
LAO,2022,15724384256
LBN,2000,17260369920
LBN,2001,17649780736
LBN,2002,19152261120
LBN,2003,20082923520
LBN,2004,21159829504
LBN,2005,21497352192
LBN,2006,22022725632
LBN,2007,24827355136
LBN,2008,29118945280
LBN,2009,35399634944
LBN,2010,38443974656
LBN,2011,39927173120
LBN,2012,44016836608
LBN,2013,46880169984
LBN,2014,48095268864
LBN,2015,49929388032
LBN,2016,51147370496
LBN,2017,53027643392
LBN,2018,54901592064
LBN,2019,53556408320
LBN,2020,77581828096
LBN,2021,180375584768
LBN,2022,418145828864
LBR,2000,874000000
LBR,2001,906000000
LBR,2002,927000000
LBR,2003,748000000
LBR,2004,897000000
LBR,2005,949000000
LBR,2006,1119000064
LBR,2007,1372999936
LBR,2008,1726000000
LBR,2009,1768000000
LBR,2010,1998000000
LBR,2011,2398000128
LBR,2012,2791613952
LBR,2013,3177198080
LBR,2014,3225651968
LBR,2015,3227075584
LBR,2016,3398419712
LBR,2017,3390703360
LBR,2018,3422754816
LBR,2019,3319596544
LBR,2020,3039982592
LBR,2021,3508999936
LBR,2022,4001047040
LBY,2000,38270984192
LBY,2001,34112079872
LBY,2002,20481890304
LBY,2003,26265624576
LBY,2004,33122308096
LBY,2005,47334699008
LBY,2006,60094246912
LBY,2007,68032987136
LBY,2008,86710738944
LBY,2009,60808540160
LBY,2010,75380801536
LBY,2011,48169242624
LBY,2012,92540960768
LBY,2013,75351113728
LBY,2014,57372352512
LBY,2015,48717504512
LBY,2016,49912086528
LBY,2017,67157450752
LBY,2018,76686049280
LBY,2019,69254144000
LBY,2020,46808207360
LBY,2021,39798423552
LBY,2022,45752336384
LCA,2000,932592576
LCA,2001,892592576
LCA,2002,900000000
LCA,2003,987407424
LCA,2004,1066666688
LCA,2005,1135555584
LCA,2006,1268319232
LCA,2007,1336088832
LCA,2008,1437731072
LCA,2009,1401507840
LCA,2010,1482370432
LCA,2011,1568370432
LCA,2012,1598222208
LCA,2013,1660222208
LCA,2014,1749296256
LCA,2015,1807222272
LCA,2016,1865444480
LCA,2017,1996703744
LCA,2018,2057074048
LCA,2019,2094185216
LCA,2020,1516000000
LCA,2021,1691259264
LCA,2022,2065027584
LIE,2000,2483889920
LIE,2001,2491800832
LIE,2002,2688617984
LIE,2003,3070804736
LIE,2004,3454374656
LIE,2005,3659319808
LIE,2006,4000098304
LIE,2007,4601435648
LIE,2008,5081478656
LIE,2009,4504373760
LIE,2010,5082340352
LIE,2011,5739709440
LIE,2012,5456096256
LIE,2013,6391717888
LIE,2014,6657532928
LIE,2015,6268511232
LIE,2016,6237304320
LIE,2017,6474313216
LIE,2018,6692558848
LIE,2019,6427834880
LIE,2020,6114180608
LIE,2021,6607750656
LIE,2022,6649602048
LKA,2000,16330814464
LKA,2001,15749753856
LKA,2002,16536536064
LKA,2003,18881765376
LKA,2004,20662525952
LKA,2005,24405790720
LKA,2006,28279801856
LKA,2007,32350238720
LKA,2008,40713826304
LKA,2009,42066223104
LKA,2010,58636161024
LKA,2011,67753283584
LKA,2012,70447218688
LKA,2013,77000581120
LKA,2014,82528534528
LKA,2015,85140955136
LKA,2016,88012283904
LKA,2017,94376239104
LKA,2018,94493868032
LKA,2019,89014976512
LKA,2020,84440539136
LKA,2021,88496537600
LKA,2022,74403577856
LSO,2000,887291648
LSO,2001,825706944
LSO,2002,775777280
LSO,2003,1157825408
LSO,2004,1511236608
LSO,2005,1682343424
LSO,2006,1800092544
LSO,2007,1682025344
LSO,2008,1766820480
LSO,2009,1740835840
LSO,2010,2234732032
LSO,2011,2579421696
LSO,2012,2477702144
LSO,2013,2367113216
LSO,2014,2441063168
LSO,2015,2359753984
LSO,2016,2114426496
LSO,2017,2306741504
LSO,2018,2556247040
LSO,2019,2436029696
LSO,2020,2117736576
LSO,2021,2373416192
LSO,2022,2553459712
LTU,2000,11525000192
LTU,2001,12238000128
LTU,2002,14257000448
LTU,2003,18781999104
LTU,2004,22624000000
LTU,2005,26115000320
LTU,2006,30203000832
LTU,2007,39764000768
LTU,2008,48029999104
LTU,2009,37475000320
LTU,2010,37195001856
LTU,2011,43584000000
LTU,2012,42951999488
LTU,2013,46536998912
LTU,2014,48611000320
LTU,2015,41440002048
LTU,2016,43035000832
LTU,2017,47742001152
LTU,2018,53775998976
LTU,2019,54757998592
LTU,2020,56801001472
LTU,2021,66488999936
LTU,2022,70523002880
LUX,2000,21240000512
LUX,2001,21387999232
LUX,2002,23633000448
LUX,2003,29660000256
LUX,2004,35049000960
LUX,2005,37693001728
LUX,2006,42911997952
LUX,2007,51593998336
LUX,2008,58837999616
LUX,2009,54407999488
LUX,2010,56260001792
LUX,2011,61686001664
LUX,2012,59813998592
LUX,2013,65203998720
LUX,2014,68822999040
LUX,2015,60077998080
LUX,2016,62200000512
LUX,2017,65689001984
LUX,2018,71033004032
LUX,2019,69832998912
LUX,2020,73932996608
LUX,2021,85562998784
LUX,2022,82340003840
LVA,2000,7962999808
LVA,2001,8362999808
LVA,2002,9564000256
LVA,2003,11777000448
LVA,2004,14439999488
LVA,2005,17029999616
LVA,2006,21589000192
LVA,2007,31100000256
LVA,2008,36023001088
LVA,2009,26480001024
LVA,2010,23997999104
LVA,2011,27740000256
LVA,2012,28191000576
LVA,2013,30210000896
LVA,2014,31395000320
LVA,2015,27266000896
LVA,2016,28075999232
LVA,2017,30473000960
LVA,2018,34445000704
LVA,2019,34347999232
LVA,2020,34574000128
LVA,2021,39751999488
LVA,2022,42225000448
MAC,2000,6774193664
MAC,2001,6860272640
MAC,2002,7371692544
MAC,2003,8246479360
MAC,2004,10643253248
MAC,2005,12160056320
MAC,2006,14874098688
MAC,2007,18439981056
MAC,2008,21027018752
MAC,2009,21587785728
MAC,2010,28241799168
MAC,2011,36845887488
MAC,2012,43189723136
MAC,2013,51536592896
MAC,2014,54902833152
MAC,2015,45048188928
MAC,2016,45070807040
MAC,2017,50440937472
MAC,2018,55284310016
MAC,2019,55204962304
MAC,2020,25459685376
MAC,2021,30123794432
MAC,2022,21979475968
MAF,2000,786707584
MAF,2001,785722880
MAF,2002,784738176
MAF,2003,783753472
MAF,2004,782768768
MAF,2005,781784064
MAF,2006,780799360
MAF,2007,779814656
MAF,2008,778829952
MAF,2009,777845248
MAF,2010,776860544
MAF,2011,775875840
MAF,2012,774891136
MAF,2013,773906432
MAF,2014,772921728
MAF,2015,771937024
MAF,2016,770952320
MAF,2017,769967616
MAF,2018,768982912
MAF,2019,767998208
MAF,2020,767013504
MAF,2021,766028800
MAF,2022,765044096
MAR,2000,43017453568
MAR,2001,43831480320
MAR,2002,47077191680
MAR,2003,58029363200
MAR,2004,66114146304
MAR,2005,68852654080
MAR,2006,75883823104
MAR,2007,86947913728
MAR,2008,101822906368
MAR,2009,101154955264
MAR,2010,100865327104
MAR,2011,110080630784
MAR,2012,106937401344
MAR,2013,115739287552
MAR,2014,119130849280
MAR,2015,110413824000
MAR,2016,111572942848
MAR,2017,118540574720
MAR,2018,127341142016
MAR,2019,128920264704
MAR,2020,121347530752
MAR,2021,142866579456
MAR,2022,134181584896
MCO,2000,2654477824
MCO,2001,2673740800
MCO,2002,2919693568
MCO,2003,3597051904
MCO,2004,4117731584
MCO,2005,4204654592
MCO,2006,4586831360
MCO,2007,5875379712
MCO,2008,6502948864
MCO,2009,5473264640
MCO,2010,5367564800
MCO,2011,6088693248
MCO,2012,5742749184
MCO,2013,6555586048
MCO,2014,7069349376
MCO,2015,6261651968
MCO,2016,6472842240
MCO,2017,6431276544
MCO,2018,7194255872
MCO,2019,7384013312
MCO,2020,6737574400
MCO,2021,8596365312
MCO,2022,9380601856
MDA,2000,1315000064
MDA,2001,1480999936
MDA,2002,1662000000
MDA,2003,1980999936
MDA,2004,2598000128
MDA,2005,2988000000
MDA,2006,3408000000
MDA,2007,4400999936
MDA,2008,6055000064
MDA,2009,5438000128
MDA,2010,6976999936
MDA,2011,8416999936
MDA,2012,8707999744
MDA,2013,9496000512
MDA,2014,9509999616
MDA,2015,7726000128
MDA,2016,8072000000
MDA,2017,9514999808
MDA,2018,11251999744
MDA,2019,11736999936
MDA,2020,11530000384
MDA,2021,13681999872
MDA,2022,14410000384
MDG,2000,4629000192
MDG,2001,5438000128
MDG,2002,5352000000
MDG,2003,6371999744
MDG,2004,5064999936
MDG,2005,5858999808
MDG,2006,6396000256
MDG,2007,8525000192
MDG,2008,10725000192
MDG,2009,9617000448
MDG,2010,9982999552
MDG,2011,11552000000
MDG,2012,11578999808
MDG,2013,12423999488
MDG,2014,12522999808
MDG,2015,11322999808
MDG,2016,11848999936
MDG,2017,13176000512
MDG,2018,13760000000
MDG,2019,14104999936
MDG,2020,13050999808
MDG,2021,14554999808
MDG,2022,15233000448
MDV,2000,624337152
MDV,2001,870031680
MDV,2002,897031232
MDV,2003,1052121024
MDV,2004,1226829568
MDV,2005,1163362432
MDV,2006,1575200384
MDV,2007,1868383488
MDV,2008,2271646208
MDV,2009,2345294848
MDV,2010,2588176128
MDV,2011,2774350080
MDV,2012,2886163968
MDV,2013,3295009280
MDV,2014,3697353216
MDV,2015,4109416448
MDV,2016,4379134464
MDV,2017,4754185728
MDV,2018,5300950016
MDV,2019,5609385472
MDV,2020,3746329344
MDV,2021,5405557248
MDV,2022,6189865472
MEX,2000,707908993024
MEX,2001,756693008384
MEX,2002,772110024704
MEX,2003,729335005184
MEX,2004,782243004416
MEX,2005,877476970496
MEX,2006,975382970368
MEX,2007,1052696969216
MEX,2008,1109987033088
MEX,2009,900046979072
MEX,2010,1057800978432
MEX,2011,1180486991872
MEX,2012,1201094000640
MEX,2013,1274443988992
MEX,2014,1315356016640
MEX,2015,1171870056448
MEX,2016,1078492987392
MEX,2017,1158912016384
MEX,2018,1222406045696
MEX,2019,1269010006016
MEX,2020,1090514976768
MEX,2021,1272839012352
MEX,2022,1414100942848
MHL,2000,115347504
MHL,2001,122824000
MHL,2002,131738200
MHL,2003,131398496
MHL,2004,132934600
MHL,2005,137666304
MHL,2006,142745200
MHL,2007,149870000
MHL,2008,145969104
MHL,2009,150624896
MHL,2010,160318496
MHL,2011,171567104
MHL,2012,179855808
MHL,2013,185468000
MHL,2014,185172896
MHL,2015,182997296
MHL,2016,200716000
MHL,2017,212701200
MHL,2018,219330304
MHL,2019,232092304
MHL,2020,241722400
MHL,2021,259538704
MHL,2022,279667904
MKD,2000,3772859136
MKD,2001,3709636096
MKD,2002,4018365696
MKD,2003,4946296320
MKD,2004,5682784256
MKD,2005,6258603008
MKD,2006,6861227008
MKD,2007,8336475136
MKD,2008,9909552128
MKD,2009,9401737216
MKD,2010,9407170560
MKD,2011,10494626816
MKD,2012,9745261568
MKD,2013,10817702912
MKD,2014,11362265088
MKD,2015,10064520192
MKD,2016,10672466944
MKD,2017,11307067392
MKD,2018,12683068416
MKD,2019,12606338048
MKD,2020,12363580416
MKD,2021,13825049600
MKD,2022,13563131904
MLI,2000,2961485056
MLI,2001,3468337920
MLI,2002,3908121344
MLI,2003,4714072064
MLI,2004,5454248960
MLI,2005,6247515648
MLI,2006,6905934336
MLI,2007,8156468736
MLI,2008,9838403584
MLI,2009,10231962624
MLI,2010,10689168384
MLI,2011,12995112960
MLI,2012,12442035200
MLI,2013,13242690560
MLI,2014,14364937216
MLI,2015,13104763904
MLI,2016,14026048512
MLI,2017,15365712896
MLI,2018,17070867456
MLI,2019,17280249856
MLI,2020,17465393152
MLI,2021,19309463552
MLI,2022,18827175936
MLT,2000,4075000064
MLT,2001,4088999936
MLT,2002,4478000128
MLT,2003,5455000064
MLT,2004,6102000128
MLT,2005,6415000064
MLT,2006,6810999808
MLT,2007,7989000192
MLT,2008,9127000064
MLT,2009,8721000448
MLT,2010,9043000320
MLT,2011,9637000192
MLT,2012,9468000256
MLT,2013,10551000064
MLT,2014,11628999680
MLT,2015,11093000192
MLT,2016,11665000448
MLT,2017,13479999488
MLT,2018,15304999936
MLT,2019,15882999808
MLT,2020,15034000384
MLT,2021,17755000832
MLT,2022,17778999296
MMR,2000,6849321472
MMR,2001,6220270592
MMR,2002,6110632960
MMR,2003,7754647552
MMR,2004,9390855168
MMR,2005,10588433408
MMR,2006,11863016448
MMR,2007,15591182336
MMR,2008,23013015552
MMR,2009,29455165440
MMR,2010,37796052992
MMR,2011,54118600704
MMR,2012,58318675968
MMR,2013,60572258304
MMR,2014,63264890880
MMR,2015,63045308416
MMR,2016,60291739648
MMR,2017,61449392128
MMR,2018,67144724480
MMR,2019,68697759744
MMR,2020,78930255872
MMR,2021,65124769792
MMR,2022,59364364288
MNE,2000,984292992
MNE,2001,1159869184
MNE,2002,1284685056
MNE,2003,1707710080
MNE,2004,2073234432
MNE,2005,2257174528
MNE,2006,2721903104
MNE,2007,3680711680
MNE,2008,4545674752
MNE,2009,4159330304
MNE,2010,4142983936
MNE,2011,4544429056
MNE,2012,4087525632
MNE,2013,4465771520
MNE,2014,4593851904
MNE,2015,4054728192
MNE,2016,4376929792
MNE,2017,4856602112
MNE,2018,5506944512
MNE,2019,5542053888
MNE,2020,4769995264
MNE,2021,5861430272
MNE,2022,6095979008
MNG,2000,1136896128
MNG,2001,1267997952
MNG,2002,1396555776
MNG,2003,1595297408
MNG,2004,1992066816
MNG,2005,2523471616
MNG,2006,3414055680
MNG,2007,4234999808
MNG,2008,5623216640
MNG,2009,4583850496
MNG,2010,7189481984
MNG,2011,10409797632
MNG,2012,12292770816
MNG,2013,12582122496
MNG,2014,12226514944
MNG,2015,11619892224
MNG,2016,11181350912
MNG,2017,11480847360
MNG,2018,13178094592
MNG,2019,14206358528
MNG,2020,13312980992
MNG,2021,15286441984
MNG,2022,16810883072
MNP,2000,1373999872
MNP,2001,1328999936
MNP,2002,1284000000
MNP,2003,1239000064
MNP,2004,1210000000
MNP,2005,1061000000
MNP,2006,990000000
MNP,2007,938000000
MNP,2008,939000000
MNP,2009,795000000
MNP,2010,799000000
MNP,2011,729000000
MNP,2012,746000000
MNP,2013,772000000
MNP,2014,832000000
MNP,2015,910000000
MNP,2016,1230000000
MNP,2017,1560000000
MNP,2018,1300999936
MNP,2019,1180999936
MNP,2020,858000000
MNP,2021,535000064
MNP,2022,212000128
MOZ,2000,5656473600
MOZ,2001,5398557696
MOZ,2002,5677013504
MOZ,2003,6303399936
MOZ,2004,7631106048
MOZ,2005,8542083072
MOZ,2006,9176896512
MOZ,2007,10450826240
MOZ,2008,12556173312
MOZ,2009,11914471424
MOZ,2010,11104649216
MOZ,2011,14381552640
MOZ,2012,16350813184
MOZ,2013,16974314496
MOZ,2014,17716090880
MOZ,2015,15950979072
MOZ,2016,11936993280
MOZ,2017,13219079168
MOZ,2018,14845401088
MOZ,2019,15390030848
MOZ,2020,14156864512
MOZ,2021,15776757760
MOZ,2022,17851492352
MRT,2000,1779520896
MRT,2001,1746063616
MRT,2002,1777057536
MRT,2003,2051147648
MRT,2004,2362501120
MRT,2005,2936019456
MRT,2006,3919577344
MRT,2007,4346212352
MRT,2008,5206437376
MRT,2009,4714595328
MRT,2010,5628878848
MRT,2011,6764627456
MRT,2012,6728208896
MRT,2013,7223071232
MRT,2014,6592537600
MRT,2015,6166863872
MRT,2016,6398742016
MRT,2017,6800138752
MRT,2018,7473550336
MRT,2019,8066119168
MRT,2020,8405498880
MRT,2021,9996240896
MRT,2022,10375460864
MSR,2000,35940768
MSR,2001,35933364
MSR,2002,39833368
MSR,2003,41300004
MSR,2004,44088916
MSR,2005,48874072
MSR,2006,51607432
MSR,2007,54070408
MSR,2008,57403720
MSR,2009,59403752
MSR,2010,55511132
MSR,2011,63700056
MSR,2012,63440704
MSR,2013,59485168
MSR,2014,58955528
MSR,2015,61381500
MSR,2016,62837008
MSR,2017,59666632
MSR,2018,62855584
MSR,2019,65351864
MSR,2020,67803704
MSR,2021,71552856
MSR,2022,75438080
MTQ,2000,
MTQ,2001,
MTQ,2002,
MTQ,2003,
MTQ,2004,
MTQ,2005,
MTQ,2006,
MTQ,2007,
MTQ,2008,
MTQ,2009,
MTQ,2010,
MTQ,2011,
MTQ,2012,
MTQ,2013,
MTQ,2014,
MTQ,2015,
MTQ,2016,
MTQ,2017,
MTQ,2018,
MTQ,2019,
MTQ,2020,
MTQ,2021,
MTQ,2022,
MUS,2000,4935000064
MUS,2001,4881999872
MUS,2002,5122999808
MUS,2003,6154999808
MUS,2004,6961999872
MUS,2005,6866999808
MUS,2006,7122999808
MUS,2007,8259999744
MUS,2008,10124999680
MUS,2009,9251999744
MUS,2010,10138000384
MUS,2011,11672999936
MUS,2012,11825999872
MUS,2013,12293000192
MUS,2014,13073999872
MUS,2015,12007000064
MUS,2016,12593999872
MUS,2017,13713999872
MUS,2018,14736000000
MUS,2019,14435999744
MUS,2020,11400999936
MUS,2021,11477999616
MUS,2022,12771999744
MWI,2000,2537307648
MWI,2001,2498008576
MWI,2002,5087328256
MWI,2003,4669789184
MWI,2004,5058726400
MWI,2005,5320409600
MWI,2006,5818279936
MWI,2007,6451210240
MWI,2008,7743617536
MWI,2009,9009888256
MWI,2010,10128322560
MWI,2011,11648143360
MWI,2012,8773202944
MWI,2013,8031571968
MWI,2014,8801326080
MWI,2015,9219474432
MWI,2016,7909868544
MWI,2017,8943543296
MWI,2018,9880675328
MWI,2019,11025371136
MWI,2020,12056109056
MWI,2021,12602334208
MWI,2022,13164667904
MYS,2000,93789732864
MYS,2001,92783943680
MYS,2002,100845527040
MYS,2003,110202372096
MYS,2004,124749471744
MYS,2005,143534424064
MYS,2006,162692268032
MYS,2007,193549549568
MYS,2008,230811598848
MYS,2009,202257465344
